;type_A;type_B;min_levelset;max_levelset;w_number;m_a;eta_t;k;mt_a;sigma_a;threshold;eta_s;eta_a;z_score;p_value;distance_association;proba
204;BnT;T;900;1000.0;12;501.0;43.0;795.7616912235746;27.072175297701467;95.87049340357662;726.7577595937496;43.0;15.927824702298533;3.0745819778223655;;1002.3880727605749;False
205;BnT;T;1000;1100.0;13;481.0;53.0;980.8225496476617;25.991449736914984;93.95382178390985;702.2443428440164;53.0;27.008550263085016;5.31987459538617;;1002.3880727605749;False
206;BnT;T;1100;1200.0;14;526.0;61.0;1128.8712363869315;28.423082248684576;98.21191249826217;757.2713802117333;61.0;32.57691775131542;6.138473643893241;;1002.3880727605749;False
207;BnT;T;1200;inf;15;53451.0;2786.0;51557.95515695067;2888.2930974799224;272.116279150299;54091.78486872236;0.0;-0.0;-6.956749698917257;;1002.3880727605749;False
208;BnT;Tumor;0;50.0;0;84614813.0;19.0;38.673383829487406;41570746.79806494;;;0.0;-0.0;;;827.7873516917917;False
209;BnT;Tumor;50;100.0;1;83.0;37.0;75.31132640479126;40.77739891996677;12.988415049143391;113.58538011090451;0.0;-0.0;-0.5919639591218501;;827.7873516917917;False
210;BnT;Tumor;100;150.0;2;68.0;45.0;91.59485643825964;33.40798947659928;11.757852794740487;95.68762744757807;0.0;0.0;2.0067317434705485;;827.7873516917917;False
211;BnT;Tumor;150;200.0;3;60.0;59.0;120.09103399682931;29.477637773469954;11.045345069360698;86.00979997361434;59.0;29.522362226530046;5.440394448473973;;827.7873516917917;False
212;BnT;Tumor;200;250.0;4;87.0;64.0;130.26824026774705;42.74257477153143;13.297245360998405;118.31261991977385;64.0;21.25742522846857;3.253925086969916;;827.7873516917917;False
213;BnT;Tumor;250;300.0;5;97.0;61.0;124.1619165051964;47.65551440044309;14.039455963909377;130.0603923251431;0.0;0.0;1.9346844047960523;;827.7873516917917;False
214;BnT;Tumor;300;400.0;6;244.0;110.0;223.89853796019025;119.87572694544447;22.238485114474823;296.3676305186877;0.0;-0.0;-0.903904287379984;;827.7873516917917;False
215;BnT;Tumor;400;500.0;7;313.0;172.0;350.0958957195702;153.77501038493492;25.172240205076047;372.276095813247;0.0;0.0;1.473682732142756;;827.7873516917917;False
216;BnT;Tumor;500;600.0;8;390.0;56.0;113.98471023427867;191.60464552755468;28.079594462066765;456.12239189561484;0.0;-0.0;-9.82974629988319;;827.7873516917917;False
217;BnT;Tumor;600;700.0;9;403.0;65.0;132.3036815219306;197.99146704513984;28.54051815713623;470.20778425199416;0.0;-0.0;-9.484632233643765;;827.7873516917917;False
218;BnT;Tumor;700;800.0;10;493.0;134.0;272.7491280605954;242.20792370534477;31.542193209091675;567.2761888330082;0.0;-0.0;-6.982738025836447;;827.7873516917917;False
219;BnT;Tumor;800;900.0;11;502.0;201.0;409.1236920908931;246.62956937136528;31.826301076268464;576.945211733587;0.0;-0.0;-2.918225014164806;;827.7873516917917;False
220;BnT;Tumor;900;1000.0;12;501.0;230.0;468.151488462216;246.1382754084741;31.79486333525688;575.8711815108825;0.0;-0.0;-1.0331389442192935;;827.7873516917917;False
221;BnT;Tumor;1000;1100.0;13;481.0;308.0;626.9159062885327;236.31239615065078;31.15921090412423;554.3743344243786;308.0;71.68760384934922;4.682914042255778;;827.7873516917917;False
222;BnT;Tumor;1100;1200.0;14;526.0;308.0;626.9159062885327;258.42062448075325;32.5713806711248;602.6997400986983;308.0;49.57937551924675;3.0982999249398335;;827.7873516917917;False
223;BnT;Tumor;1200;inf;15;53451.0;26516.0;53971.76029593095;26260.15361049571;90.24570125514339;53663.512386293485;26516.0;255.84638950429144;5.7704720411962205;;827.7873516917917;False
224;BnT;Tumor_CD15;0;50.0;0;84614813.0;0.0;0.0;1776477.5714656606;;;0.0;-0.0;;;1145.9912617106881;False
225;BnT;Tumor_CD15;50;100.0;1;83.0;0.0;0.0;1.7425747715314317;62.83045533071624;230.95441565119228;0.0;-0.0;-1.3210154146284432;;1145.9912617106881;False
226;BnT;Tumor_CD15;100;150.0;2;68.0;0.0;0.0;1.4276516200498477;56.87770540207684;201.93676079617566;0.0;-0.0;-1.1955475263866224;;1145.9912617106881;False
227;BnT;Tumor_CD15;150;200.0;3;60.0;0.0;0.0;1.2596926059263363;53.431004273195256;185.8203998886545;0.0;-0.0;-1.1229435197065951;;1145.9912617106881;False
228;BnT;Tumor_CD15;200;250.0;4;87.0;0.0;0.0;1.8265542785931874;64.32439812822926;238.47238209690553;0.0;-0.0;-1.352519456560906;;1145.9912617106881;False
229;BnT;Tumor_CD15;250;300.0;5;97.0;0.0;0.0;2.036503046247577;67.9147846346458;256.92709621162385;0.0;-0.0;-1.428260437279172;;1145.9912617106881;False
230;BnT;Tumor_CD15;300;400.0;6;244.0;0.0;0.0;5.1227499307671005;107.57695533451249;497.32437080510914;0.0;-0.0;-2.2681437603553434;;1145.9912617106881;False
231;BnT;Tumor_CD15;400;500.0;7;313.0;1.0;47.630667765869745;6.571396427582387;121.768769152738;599.7435384596138;0.0;-0.0;-2.1792889431383675;;1145.9912617106881;False
232;BnT;Tumor_CD15;500;600.0;8;390.0;0.0;0.0;8.188001938521186;135.8328709760371;709.8619673484748;0.0;-0.0;-2.871175417243457;;1145.9912617106881;False
233;BnT;Tumor_CD15;600;700.0;9;403.0;3.0;142.89200329760922;8.460935336471891;138.0625537760059;728.112469099902;0.0;-0.0;-1.8839865668745535;;1145.9912617106881;False
234;BnT;Tumor_CD15;700;800.0;10;493.0;0.0;0.0;10.350474245361395;152.5829251650962;852.3053307082258;0.0;-0.0;-3.2310299430068548;;1145.9912617106881;False
235;BnT;Tumor_CD15;800;900.0;11;502.0;5.0;238.1533388293487;10.539428136250347;153.9572750446016;864.5416773533709;0.0;-0.0;-1.7137654657385601;;1145.9912617106881;False
236;BnT;Tumor_CD15;900;1000.0;12;501.0;9.0;428.6760098928277;10.518433259484906;153.80519739888015;863.183561864825;0.0;-0.0;-0.47023111917087185;;1145.9912617106881;False
237;BnT;Tumor_CD15;1000;1100.0;13;481.0;15.0;714.4600164880462;10.098535724176129;150.73027782408758;835.9426796132454;0.0;0.0;1.5488594584859046;;1145.9912617106881;False
238;BnT;Tumor_CD15;1100;1200.0;14;526.0;21.0;1000.2440230832647;11.04330517862088;157.5615400781198;897.0290729019039;21.0;9.95669482137912;3.0098971033675608;;1145.9912617106881;False
239;BnT;Tumor_CD15;1200;inf;15;53451.0;1159.0;55203.94394064303;1122.1971579894766;436.5566144942686;54479.01226660195;1159.0;36.802842010523364;4.015387426150305;;1145.9912617106881;False
240;BnT;other;0;50.0;0;84614813.0;21.0;46.76776008942682;37994359.139763914;;;0.0;-0.0;;;870.8712423090641;False
241;BnT;other;50;100.0;1;83.0;31.0;69.03812203677292;37.269264054278594;13.585965570066511;114.99250405549294;0.0;-0.0;-1.0276691701610672;;870.8712423090641;False
242;BnT;other;100;150.0;2;68.0;38.0;84.6273753999152;30.533854887842704;12.298789547673858;96.96143615647952;0.0;0.0;1.3519521848440792;;870.8712423090641;False
243;BnT;other;150;200.0;3;60.0;54.0;120.25995451566897;26.941636665743562;11.553501890266062;87.20641784150149;54.0;27.058363334256438;5.215730701220429;;870.8712423090641;False
244;BnT;other;200;250.0;4;87.0;53.0;118.03291832093436;39.06537316532816;13.909004059980786;119.75320156685962;0.0;0.0;2.231138777953396;;870.8712423090641;False
245;BnT;other;250;300.0;5;97.0;68.0;151.43846124195352;43.55564594295209;14.685361118077095;131.58138272936606;68.0;24.44435405704791;3.7069882588683463;;870.8712423090641;False
246;BnT;other;300;400.0;6;244.0;135.0;300.6498862891724;109.56265577402381;23.261598274503683;298.7768778962586;135.0;25.43734422597619;2.4353393786902675;;870.8712423090641;False
247;BnT;other;400;500.0;7;313.0;158.0;351.87171876806843;140.5455379396289;26.33032494370142;375.0031769696065;0.0;0.0;1.4763098765846066;;870.8712423090641;False
248;BnT;other;500;600.0;8;390.0;205.0;456.54241992059514;175.12063832733315;29.37143617136174;459.1644466476697;0.0;0.0;2.265548730146077;;870.8712423090641;False
249;BnT;other;600;700.0;9;403.0;213.0;474.358709478472;180.95799293824425;29.853565317061822;473.2997740242579;213.0;32.042007061755754;2.390291032933654;;870.8712423090641;False
250;BnT;other;700;800.0;10;493.0;247.0;550.0779400994488;221.3704479368596;32.99333670210728;570.6933706185775;0.0;0.0;1.7299838635539784;;870.8712423090641;False
251;BnT;other;800;900.0;11;502.0;272.0;605.7538449678141;225.41169343672112;33.29051535608812;580.393172869927;272.0;46.58830656327888;3.1166187683796167;;870.8712423090641;False
252;BnT;other;900;1000.0;12;501.0;324.0;721.5597270940139;224.96266615895874;33.25763127705554;579.3157367814587;324.0;99.03733384104126;6.631853160455782;;870.8712423090641;False
253;BnT;other;1000;1100.0;13;481.0;331.0;737.1489804571561;215.98212060371088;32.592734751095904;557.7500251142575;331.0;115.01787939628912;7.859082167032433;;870.8712423090641;False
254;BnT;other;1100;1200.0;14;526.0;329.0;732.6949080676868;236.18834810301854;34.06987339818772;606.2284208097192;329.0;92.81165189698146;6.066794133690017;;870.8712423090641;False
255;BnT;other;1200;inf;15;53451.0;23464.0;52255.1772732529;24000.957023677653;94.39758318931669;53673.28932109668;0.0;-0.0;-12.667937952911878;;870.8712423090641;False
256;DC;B;0;50.0;0;84617878.0;0.0;0.0;65906.3367142066;;;0.0;-0.0;;;887.0406968248639;False
257;DC;B;50;100.0;1;4630.0;4.0;5135.644444444444;3.6061686513431184;2338.403919105698;10136.520422089028;0.0;0.0;0.21623486015958415;;887.0406968248639;False
258;DC;B;100;150.0;2;5618.0;1.0;1283.911111111111;4.375692328994738;2551.7908482736852;11627.008240241405;0.0;-0.0;-1.6984498913070984;;887.0406968248639;False
259;DC;B;150;200.0;3;6014.0;5.0;6419.555555555556;4.684124896150651;2630.1527965753876;12207.536526869932;0.0;0.0;0.15419467495714037;;887.0406968248639;False
260;DC;B;200;250.0;4;5921.0;7.0;8987.377777777778;4.611689975076156;2612.080715955513;12071.980029170834;0.0;0.0;1.173921525107267;;887.0406968248639;False
261;DC;B;250;300.0;5;5670.0;1.0;1283.911111111111;4.416193575186929;2562.2950649759287;11703.743780289195;0.0;-0.0;-1.7117813435472133;;887.0406968248639;False
262;DC;B;300;400.0;6;9779.0;5.0;6419.555555555556;7.616570894489061;3229.594618524127;17384.114145024694;0.0;-0.0;-1.04020623058248;;887.0406968248639;False
263;DC;B;400;500.0;7;6961.0;5.0;6419.555555555556;5.421714898919967;2803.6611580019594;13563.117494337697;0.0;-0.0;-0.19312049992171912;;887.0406968248639;False
264;DC;B;500;600.0;8;4000.0;3.0;3851.733333333333;3.1154804763223485;2186.3414392287605;9148.440646377701;0.0;-0.0;-0.06781496430812219;;887.0406968248639;False
265;DC;B;600;700.0;9;2400.0;1.0;1283.911111111111;1.869288285793409;1718.5420177192836;6446.857191553302;0.0;-0.0;-0.6494393953603043;;887.0406968248639;False
266;DC;B;700;800.0;10;1626.0;3.0;3851.733333333333;1.2664428136250345;1424.3899278872575;4980.181954129102;0.0;0.0;1.5625871046664008;;887.0406968248639;False
267;DC;B;800;900.0;11;1116.0;4.0;5135.644444444444;0.8692190528939352;1185.3978235174889;3907.3985561550426;4.0;3.130780947106065;3.3909666144963526;;887.0406968248639;False
268;DC;B;900;1000.0;12;548.0;3.0;3851.733333333333;0.4268208252561617;834.8112760778131;2513.8303267259;3.0;2.573179174743838;3.9574613185092997;;887.0406968248639;False
269;DC;B;1000;1100.0;13;179.0;0.0;0.0;0.13941775131542508;478.65234426112096;1306.1401348671423;0.0;-0.0;-0.3739666213821978;;887.0406968248639;False
270;DC;B;1100;1200.0;14;107.0;0.0;0.0;0.08333910274162282;370.30266899749273;978.9961476837566;0.0;-0.0;-0.2889528187568221;;887.0406968248639;False
271;DC;B;1200;inf;15;65.0;3.0;3851.733333333333;0.05062655774023816;288.7218961792356;744.8881085622087;3.0;2.9493734422597617;13.115504516438087;;887.0406968248639;False
272;DC;BnT;0;50.0;0;84617878.0;0.0;0.0;11716.682082525616;;;0.0;-0.0;;;0.0;False
273;DC;BnT;50;100.0;1;4630.0;0.0;0.0;0.6410966491276655;5546.0118553786015;17689.859887024817;0.0;-0.0;-0.834834133199654;;0.0;False
274;DC;BnT;100;150.0;2;5618.0;0.0;0.0;0.7779008584879534;6052.1033946884945;19869.614388412323;0.0;-0.0;-0.9282723102401924;;0.0;False
275;DC;BnT;150;200.0;3;6014.0;0.0;0.0;0.8327333148712268;6237.955073579802;20703.261647268228;0.0;-0.0;-0.964097998312245;;0.0;False
276;DC;BnT;200;250.0;4;5921.0;0.0;0.0;0.8198559955690944;6195.093370967059;20509.330050791585;0.0;-0.0;-0.9557563777405549;;0.0;False
277;DC;BnT;250;300.0;5;5670.0;0.0;0.0;0.7851010800332318;6077.016332049799;19980.27987269132;0.0;-0.0;-0.9330236567074502;;0.0;False
278;DC;BnT;300;400.0;6;9779.0;0.0;0.0;1.3540570479091665;7659.656185169149;27816.111922881602;0.0;-0.0;-1.2766891572671875;;0.0;False
279;DC;BnT;400;500.0;7;6961.0;0.0;0.0;0.9638604264746607;6649.466284973554;22619.296496613206;0.0;-0.0;-1.0468509353495707;;0.0;False
280;DC;BnT;500;600.0;8;4000.0;1.0;7222.0;0.5538631957906397;5185.364018080119;16210.599130557292;0.0;0.0;0.6213642839279286;;0.0;False
281;DC;BnT;600;700.0;9;2400.0;0.0;0.0;0.33231791747438383;4075.8802730207863;11997.964568055566;0.0;-0.0;-0.5888298574141558;;0.0;False
282;DC;BnT;700;800.0;10;1626.0;0.0;0.0;0.22514538908889503;3378.2373362450426;9581.140996261785;0.0;-0.0;-0.48131609421122595;;0.0;False
283;DC;BnT;800;900.0;11;1116.0;0.0;0.0;0.15452783162558847;2811.4177917911807;7736.38297106652;0.0;-0.0;-0.3969527415165805;;0.0;False
284;DC;BnT;900;1000.0;12;548.0;0.0;0.0;0.07587925782331764;1979.9287865981444;5210.375994415115;0.0;-0.0;-0.27677763145287543;;0.0;False
285;DC;BnT;1000;1100.0;13;179.0;0.0;0.0;0.024785378011631127;1135.2237114331253;2852.2475512771534;0.0;-0.0;-0.1576781723260761;;0.0;False
286;DC;BnT;1100;1200.0;14;107.0;0.0;0.0;0.014815840487399612;878.2498932536229;2175.1204531799226;0.0;-0.0;-0.12183320581298415;;0.0;False
287;DC;BnT;1200;inf;15;65.0;7.0;50554.0;0.009000276931597896;684.7641017167882;1677.4962328403049;7.0;6.990999723068402;73.73196093869092;;0.0;False
288;DC;MacCD163;0;50.0;0;84617878.0;163.0;1914.1235772357722;7205759.480753254;;;0.0;-0.0;;;836.6326546598672;False
289;DC;MacCD163;50;100.0;1;4630.0;344.0;4039.622764227642;394.27443921351426;223.63678268367593;5156.6243786697505;0.0;-0.0;-2.639893262135771;;836.6326546598672;False
290;DC;MacCD163;100;150.0;2;5618.0;411.0;4826.409756097561;478.4090279700914;244.04436322011662;6192.680558387545;0.0;-0.0;-3.2436325652334856;;836.6326546598672;False
291;DC;MacCD163;150;200.0;3;6014.0;448.0;5260.9040650406505;512.1309886458045;251.53862623423242;6606.328199155918;0.0;-0.0;-2.993957414151048;;836.6326546598672;False
292;DC;MacCD163;200;250.0;4;5921.0;441.0;5178.7024390243905;504.2114372749931;249.81027557025715;6509.2582443675465;0.0;-0.0;-2.971445266937565;;836.6326546598672;False
293;DC;MacCD163;250;300.0;5;5670.0;432.0;5073.014634146341;482.83716422043756;245.04894981386482;6247.046179035472;0.0;-0.0;-2.4361882240553117;;836.6326546598672;False
294;DC;MacCD163;300;400.0;6;9779.0;793.0;9312.269918699187;832.7450844641373;308.8671482108488;10506.326551858452;0.0;-0.0;-1.51110302278635;;836.6326546598672;False
295;DC;MacCD163;400;500.0;7;6961.0;562.0;6599.616260162602;592.7741622819163;268.13235984933635;7592.403455694669;0.0;-0.0;-1.3477811482376079;;836.6326546598672;False
296;DC;MacCD163;500;600.0;8;4000.0;381.0;4474.117073170732;340.6258654112434;209.09405826864625;4492.378879707878;0.0;0.0;2.267482285706947;;836.6326546598672;False
297;DC;MacCD163;600;700.0;9;2400.0;265.0;3111.918699186992;204.37551924674605;164.35535563780473;2787.027285964093;265.0;60.62448075325395;4.331581994540357;;836.6326546598672;False
298;DC;MacCD163;700;800.0;10;1626.0;208.0;2442.562601626016;138.46441428967046;136.2236772514325;1946.7822457994998;208.0;69.53558571032954;5.994278073398797;;836.6326546598672;False
299;DC;MacCD163;800;900.0;11;1116.0;199.0;2336.8747967479676;95.03461644973692;113.36730719860738;1382.9596074424621;199.0;103.96538355026308;10.76919640164978;;836.6326546598672;False
300;DC;MacCD163;900;1000.0;12;548.0;75.0;880.7317073170732;46.66574356134035;79.83843441448548;736.0051457231192;75.0;28.33425643865965;4.167563025969157;;836.6326546598672;False
301;DC;MacCD163;1000;1100.0;13;179.0;42.0;493.20975609756096;15.243007477153142;45.77663825311004;286.79574535255404;42.0;26.756992522846858;6.863976213373722;;836.6326546598672;False
302;DC;MacCD163;1100;1200.0;14;107.0;36.0;422.7512195121951;9.111741899750761;35.41445378070041;190.3946656466154;36.0;26.88825810024924;8.915885628716602;;836.6326546598672;False
303;DC;MacCD163;1200;inf;15;65.0;120.0;1409.1707317073171;5.5351703129327054;27.612353633305723;130.0221238261915;120.0;114.4648296870673;48.6800491388026;;836.6326546598672;False
304;DC;Neutrophil;0;50.0;0;84617878.0;14.0;1930.4630071599045;613661.2240722792;;;0.0;-0.0;;;646.1495293702725;False
305;DC;Neutrophil;50;100.0;1;4630.0;37.0;5101.937947494033;33.57743699806148;766.3352021176981;6434.581495159599;0.0;0.0;0.6158374901608009;;646.1495293702725;False
306;DC;Neutrophil;100;150.0;2;5618.0;44.0;6067.169451073985;40.74255746330656;836.2657706380261;7587.255399671678;0.0;0.0;0.5371132800656101;;646.1495293702725;False
307;DC;Neutrophil;150;200.0;3;6014.0;37.0;5101.937947494033;43.614407366380505;861.9463295010509;8043.728494449926;0.0;-0.0;-1.0581425099100148;;646.1495293702725;False
308;DC;Neutrophil;200;250.0;4;5921.0;34.0;4688.267303102625;42.93995776793132;856.0237977085899;7936.781997867706;0.0;-0.0;-1.4400682553419213;;646.1495293702725;False
309;DC;Neutrophil;250;300.0;5;5670.0;32.0;4412.486873508353;41.119669066740514;839.7081832014982;7647.361661779409;0.0;-0.0;-1.4975596899594483;;646.1495293702725;False
310;DC;Neutrophil;300;400.0;6;9779.0;69.0;9514.424821002387;70.91873788424259;1058.393729382493;12271.326769484956;0.0;-0.0;-0.24997802958637724;;646.1495293702725;False
311;DC;Neutrophil;400;500.0;7;6961.0;37.0;5101.937947494033;50.48218983661036;918.808005166474;9124.627508100913;0.0;-0.0;-2.023341157295569;;646.1495293702725;False
312;DC;Neutrophil;500;600.0;8;4000.0;42.0;5791.389021479714;29.008584879534755;716.5017108637246;5687.232591040868;42.0;12.991415120465245;2.5001880586164127;;646.1495293702725;False
313;DC;Neutrophil;600;700.0;9;2400.0;37.0;5101.937947494033;17.405150927720854;563.1957908282719;3726.2247375194725;37.0;19.594849072279146;4.7975109038375265;;646.1495293702725;False
314;DC;Neutrophil;700;800.0;10;1626.0;22.0;3033.5847255369927;11.791989753530878;466.79708940077063;2725.223143083039;22.0;10.208010246469122;3.0154102446180953;;646.1495293702725;False
315;DC;Neutrophil;800;900.0;11;1116.0;8.0;1103.1217183770882;8.093395181390196;388.47526436859914;2030.7893395338747;0.0;-0.0;-0.03315084074617536;;646.1495293702725;False
316;DC;Neutrophil;900;1000.0;12;548.0;5.0;689.4510739856802;3.9741761284962616;273.5820200933846;1192.236424875962;0.0;0.0;0.5170335168129734;;646.1495293702725;False
317;DC;Neutrophil;1000;1100.0;13;179.0;1.0;137.89021479713603;1.2981341733591802;156.8626095716341;548.3832173351476;0.0;-0.0;-0.2620751070961271;;646.1495293702725;False
318;DC;Neutrophil;1100;1200.0;14;107.0;0.0;0.0;0.7759796455275547;121.3545565726918;392.768142373217;0.0;-0.0;-0.8817139052863385;;646.1495293702725;False
319;DC;Neutrophil;1200;inf;15;65.0;0.0;0.0;0.47138950429243975;94.61913352802524;287.8110322752538;0.0;-0.0;-0.6869646505560912;;646.1495293702725;False
320;DC;T;0;50.0;0;84617878.0;106.0;1961.6450992953235;4572435.182705622;;;0.0;-0.0;;;854.2721107890952;False
321;DC;T;50;100.0;1;4630.0;203.0;3756.7354260089687;250.18796732207144;280.7432594143595;5291.099854776257;0.0;-0.0;-3.1105451144675476;;854.2721107890952;False
322;DC;T;100;150.0;2;5618.0;240.0;4441.460602178091;303.57581002492384;306.36199085830634;6339.427357108728;0.0;-0.0;-3.8403569402513225;;854.2721107890952;False
323;DC;T;150;200.0;3;6014.0;254.0;4700.545803971813;324.97417612849625;315.7699415551616;6757.581387992346;0.0;-0.0;-4.159528894863922;;854.2721107890952;False
324;DC;T;200;250.0;4;5921.0;282.0;5218.716207559257;319.9488022708391;313.60025017884755;6659.47215524787;0.0;-0.0;-2.2394235720163733;;854.2721107890952;False
325;DC;T;250;300.0;5;5670.0;288.0;5329.752722613709;306.3856964829687;307.6231023414373;6394.397047708224;0.0;-0.0;-1.106052421929753;;854.2721107890952;False
326;DC;T;300;400.0;6;9779.0;414.0;7661.519538757207;528.4207629465521;387.7375129179105;10692.052067629542;0.0;-0.0;-5.461118387302117;;854.2721107890952;False
327;DC;T;400;500.0;7;6961.0;315.0;5829.417040358744;376.1465314317364;336.6009462094686;7753.634655310441;0.0;-0.0;-3.3617937572197607;;854.2721107890952;False
328;DC;T;500;600.0;8;4000.0;221.0;4089.8449711723256;216.14511215729715;262.4869967189016;4618.1096414336425;0.0;0.0;0.3422835123087676;;854.2721107890952;False
329;DC;T;600;700.0;9;2400.0;166.0;3072.0102498398464;129.6870672943783;206.32410147497427;2885.856129926269;166.0;36.312932705621705;3.2570613177799626;;854.2721107890952;False
330;DC;T;700;800.0;10;1626.0;143.0;2646.370275464446;87.86298809194129;171.0088953259139;2028.6951745920614;143.0;55.13701190805871;5.9667672463458326;;854.2721107890952;False
331;DC;T;800;900.0;11;1116.0;118.0;2183.718129404228;60.3044862918859;142.31606693691356;1451.1287271530105;118.0;57.6955137081141;7.502442643229667;;854.2721107890952;False
332;DC;T;900;1000.0;12;548.0;73.0;1350.944266495836;29.61188036554971;100.22547290785323;784.0129526261192;73.0;43.38811963445029;8.0113791753725;;854.2721107890952;False
333;DC;T;1000;1100.0;13;179.0;34.0;629.2069186418962;9.672493769039047;57.46587155292787;314.3217862380084;34.0;24.327506230960953;7.834335519078337;;854.2721107890952;False
334;DC;T;1100;1200.0;14;107.0;21.0;388.62780269058294;5.781881750207699;44.45766508292176;211.68980089253668;21.0;15.218118249792301;6.334741200764706;;854.2721107890952;False
335;DC;T;1200;inf;15;65.0;244.0;4515.484945547726;3.512358072556079;34.66326990618984;146.6257628014139;244.0;240.48764192744392;128.3919537190864;;854.2721107890952;False
336;DC;Tumor;0;50.0;0;84617878.0;1058.0;2153.4968469261935;41572252.6140612;;;0.0;-0.0;;;715.029760463841;False
337;DC;Tumor;50;100.0;1;4630.0;1913.0;3893.7991192531267;2274.691048186098;93.10678654587088;4849.249727286635;0.0;-0.0;-7.9070592817009056;;715.029760463841;False
338;DC;Tumor;100;150.0;2;5618.0;2519.0;5127.276519288356;2760.08948352257;101.60308228990165;5857.256974813189;0.0;-0.0;-4.829808994489697;;715.029760463841;False
339;DC;Tumor;150;200.0;3;6014.0;2671.0;5436.663589924256;2954.6418928274716;104.72317165266473;6260.6042237869115;0.0;-0.0;-5.51297674587813;;715.029760463841;False
340;DC;Tumor;200;250.0;4;5921.0;2817.0;5733.838013035053;2908.951554278593;104.00360676527866;6165.909777966394;0.0;-0.0;-1.7995720801043433;;715.029760463841;False
341;DC;Tumor;250;300.0;5;5670.0;2484.0;5056.036075391932;2785.6367695929107;102.0213222074525;5910.241854554671;0.0;-0.0;-6.017996153388597;;715.029760463841;False
342;DC;Tumor;300;400.0;6;9779.0;4535.0;9230.726087722389;4804.363663112711;128.59077694824344;10081.808139163828;0.0;-0.0;-4.263711016368507;;715.029760463841;False
343;DC;Tumor;400;500.0;7;6961.0;3656.0;7441.57322529505;3419.897275685406;111.63164706158635;7223.872440160444;3656.0;236.10272431459407;4.3049909048633985;;715.029760463841;False
344;DC;Tumor;500;600.0;8;4000.0;2339.0;4760.897093535318;1965.1758515646636;87.05220857503322;4204.992285716703;2339.0;373.8241484353364;8.74069832334553;;715.029760463841;False
345;DC;Tumor;600;700.0;9;2400.0;1643.0;3344.2299806235687;1179.105510938798;68.4261275421969;2561.1312167402098;1643.0;463.89448906120197;13.799260816583297;;715.029760463841;False
346;DC;Tumor;700;800.0;10;1626.0;1170.0;2381.466267394751;798.8439836610357;56.714055211046166;1759.5513940459634;1170.0;371.15601633896426;13.320618047563087;;715.029760463841;False
347;DC;Tumor;800;900.0;11;1116.0;727.0;1479.7657917914391;548.2840625865412;47.198253998989294;1227.143394607282;727.0;178.71593741345885;7.707187469248944;;715.029760463841;False
348;DC;Tumor;900;1000.0;12;548.0;417.0;848.7790029945394;269.2290916643589;33.239165677411656;626.2722536172737;417.0;147.77090833564108;9.04893359579539;;715.029760463841;False
349;DC;Tumor;1000;1100.0;13;179.0;256.0;521.0729610709882;87.94161935751869;19.05820516407819;223.87864354268368;256.0;168.05838064248132;17.94885500108602;;715.029760463841;False
350;DC;Tumor;1100;1200.0;14;107.0;134.0;272.7491280605954;52.56845402935475;14.74411297296385;141.71973277493612;134.0;81.43154597064526;11.241715820038014;;715.029760463841;False
351;DC;Tumor;1200;inf;15;65.0;46.0;93.6302976924432;31.934107587925784;11.495861659759772;92.07068547130507;46.0;14.065892412074216;2.490487319681392;;715.029760463841;False
352;DC;Tumor_CD15;0;50.0;0;84617878.0;45.0;2143.3800494641387;1776541.9207629466;;;0.0;-0.0;;;649.6330710130933;False
353;DC;Tumor_CD15;50;100.0;1;4630.0;73.0;3477.0387469084912;97.20627942398228;450.3968937643924;5690.603633656066;0.0;-0.0;-2.559878340756576;;649.6330710130933;False
354;DC;Tumor_CD15;100;150.0;2;5618.0;118.0;5620.41879637263;117.94921766823595;491.4970686665709;6775.387149369994;0.0;0.0;0.004921283415162772;;649.6330710130933;False
355;DC;Tumor_CD15;150;200.0;3;6014.0;89.0;4239.129431162407;126.26318886734977;506.5902601447611;7206.928899206327;0.0;-0.0;-3.503562362865827;;649.6330710130933;False
356;DC;Tumor_CD15;200;250.0;4;5921.0;124.0;5906.202802967849;124.31066532816395;503.1094205393587;7105.7321483299875;0.0;-0.0;-0.029411488690249673;;649.6330710130933;False
357;DC;Tumor_CD15;250;300.0;5;5670.0;81.0;3858.0840890354493;119.04095126003877;493.520271987205;6832.151429104597;0.0;-0.0;-3.6714113154231818;;649.6330710130933;False
358;DC;Tumor_CD15;300;400.0;6;9779.0;168.0;8001.952184666117;205.30889988922735;622.0479586169027;11243.811001921666;0.0;-0.0;-2.856769788755634;;649.6330710130933;False
359;DC;Tumor_CD15;400;500.0;7;6961.0;155.0;7382.7535037098105;146.14533716422045;540.0094767267126;8232.625140302736;0.0;0.0;0.7810113005169557;;649.6330710130933;False
360;DC;Tumor_CD15;500;600.0;8;4000.0;162.0;7716.168178070899;83.97950706175574;421.10834013381356;4991.634360476815;162.0;78.02049293824426;8.824731841905647;;649.6330710130933;False
361;DC;Tumor_CD15;600;700.0;9;2400.0;91.0;4334.390766694147;50.38770423705345;331.00611073230505;3179.4598245801662;91.0;40.61229576294655;5.843972978065498;;649.6330710130933;False
362;DC;Tumor_CD15;700;800.0;10;1626.0;58.0;2762.578730420445;34.13766962060371;274.3498647894241;2272.0445609576664;58.0;23.86233037939629;4.142807692990192;;649.6330710130933;False
