;type_A;type_B;min_levelset;max_levelset;w_number;m_a;eta_t;k;mt_a;sigma_a;threshold;eta_s;eta_a;z_score;p_value;distance_association;proba
691;T;MacCD163;150;200.0;3;7065.0;539.0;6329.525203252033;601.6304347826087;269.8513649147276;7700.451403280162;0.0;-0.0;-2.725481106906298;;266.9381095272587;False
692;T;MacCD163;200;250.0;4;5774.0;373.0;4380.172357723577;491.6934367211299;247.0391940859469;6355.732846141879;0.0;-0.0;-5.6421315954888485;;266.9381095272587;False
693;T;MacCD163;250;300.0;5;4437.0;285.0;3346.7804878048782;377.83924120742176;219.32321204437852;4953.4666960626755;0.0;-0.0;-4.970835061336433;;266.9381095272587;False
694;T;MacCD163;300;400.0;6;5585.0;394.0;4626.777235772358;475.5988645804486;243.40351546652613;6158.171477251576;0.0;-0.0;-3.9367663297345468;;266.9381095272587;False
695;T;MacCD163;400;500.0;7;2181.0;215.0;2524.7642276422766;185.7262531154805;156.9868042458253;2550.6756734434193;0.0;0.0;2.1897651162066905;;266.9381095272587;False
696;T;MacCD163;500;600.0;8;823.0;97.0;1139.079674796748;70.08377180836334;97.60580979476097;1052.8441174161812;97.0;26.916228191636662;3.2383284915250363;;266.9381095272587;False
697;T;MacCD163;600;700.0;9;410.0;41.0;481.46666666666664;34.91415120465245;69.1411599555576;572.8149894000383;0.0;0.0;1.033634187112334;;266.9381095272587;False
698;T;MacCD163;700;800.0;10;236.0;25.0;293.5772357723577;20.09692605926336;52.536166404561776;359.7132177385436;0.0;0.0;1.095954267560684;;266.9381095272587;False
699;T;MacCD163;800;900.0;11;71.0;15.0;176.14634146341464;6.046109111049571;28.857143935212317;138.95338098098125;15.0;8.95389088895043;3.643684964093486;;266.9381095272587;False
700;T;MacCD163;900;1000.0;12;58.0;19.0;223.11869918699188;4.93907504846303;26.084774240051832;119.424949250581;19.0;14.06092495153697;6.330079672817739;;266.9381095272587;False
701;T;MacCD163;1000;1100.0;13;8.0;8.0;93.94471544715446;0.6812517308224868;9.691837148707833;30.82253239095281;8.0;7.318748269177513;8.86774242369653;;266.9381095272587;False
702;T;MacCD163;1100;1200.0;14;5.0;0.0;0.0;0.4257823317640543;7.662268975548858;23.043264574041206;0.0;-0.0;-0.6525482224593719;;266.9381095272587;False
703;T;MacCD163;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;266.9381095272587;False
704;T;Neutrophil;0;50.0;0;84628453.0;46.0;6342.949880668258;613737.9155185544;;;0.0;-0.0;;;455.3218895900496;False
705;T;Neutrophil;50;100.0;1;9305.0;71.0;9790.205250596659;67.48122057601772;1037.5097032067747;11748.148646025424;0.0;0.0;0.4676633376024991;;455.3218895900496;False
706;T;Neutrophil;100;150.0;2;8101.0;40.0;5515.6085918854415;58.749636527277765;980.0116591289308;10408.751099280844;0.0;-0.0;-2.638123112139856;;455.3218895900496;False
707;T;Neutrophil;150;200.0;3;7065.0;26.0;3585.145584725537;51.23641304347826;924.6985124364307;9242.498592695607;0.0;-0.0;-3.7632313326703755;;455.3218895900496;False
708;T;Neutrophil;200;250.0;4;5774.0;39.0;5377.718377088306;41.87389227360842;846.5281446953411;7767.421443811449;0.0;-0.0;-0.46812575033085635;;455.3218895900496;False
709;T;Neutrophil;250;300.0;5;4437.0;53.0;7308.18138424821;32.17777277762393;751.5539081460771;6206.774207823732;53.0;20.82222722237607;3.820326596838277;;455.3218895900496;False
710;T;Neutrophil;300;400.0;6;5585.0;67.0;9238.644391408114;40.5032366380504;834.0697803949134;7549.084237828504;67.0;26.496763361949597;4.380502060245121;;455.3218895900496;False
711;T;Neutrophil;400;500.0;7;2181.0;31.0;4274.596658711217;15.816930905566325;537.9460074405619;3447.7660414654033;31.0;15.183069094433675;3.891834179924721;;455.3218895900496;False
712;T;Neutrophil;500;600.0;8;823.0;8.0;1103.1217183770882;5.9685163389642755;334.46540895166254;1610.6058493688488;0.0;0.0;0.8375207446865509;;455.3218895900496;False
713;T;Neutrophil;600;700.0;9;410.0;24.0;3309.365155131265;2.9733799501523124;236.92571567772745;967.9174244612161;24.0;21.026620049847686;12.237443904464373;;455.3218895900496;False
714;T;Neutrophil;700;800.0;10;236.0;10.0;1378.9021479713604;1.7115065078925504;180.02545563837438;659.927551553074;10.0;8.288493492107449;6.348558563113218;;455.3218895900496;False
715;T;Neutrophil;800;900.0;11;71.0;2.0;275.78042959427205;0.514902381611742;98.88465110594099;303.85555857016163;0.0;0.0;2.0709020793821544;;455.3218895900496;False
716;T;Neutrophil;900;1000.0;12;58.0;2.0;275.78042959427205;0.4206244807532539;89.38458378610795;268.4846096162754;2.0;1.579375519246746;2.4364428447237367;;455.3218895900496;False
717;T;Neutrophil;1000;1100.0;13;8.0;0.0;0.0;0.05801716975906951;33.210976705707054;86.20587366165489;0.0;-0.0;-0.240884213400001;;455.3218895900496;False
718;T;Neutrophil;1100;1200.0;14;5.0;0.0;0.0;0.03626073109941844;26.256264169042755;66.82877717288976;0.0;-0.0;-0.19043074703274854;;455.3218895900496;False
719;T;Neutrophil;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;455.3218895900496;False
720;T;Tumor;0;50.0;0;84628453.0;5990.0;12192.29311255945;41577448.04771878;;;0.0;-0.0;;;655.4636467505891;False
721;T;Tumor;50;100.0;1;9305.0;4542.0;9244.974176501673;4571.4903247022985;126.0534479021711;9601.833185865296;0.0;-0.0;-0.4761934282425351;;655.4636467505891;False
722;T;Tumor;100;150.0;2;8101.0;3823.0;7781.491914743703;3979.9723933813348;119.06765617295508;8381.382903470927;0.0;-0.0;-2.6834162653893716;;655.4636467505891;False
723;T;Tumor;150;200.0;3;7065.0;3154.0;6419.7817156949095;3470.991847826087;112.34732109236973;7329.5577237138405;0.0;-0.0;-5.743067818898902;;655.4636467505891;False
724;T;Tumor;200;250.0;4;5774.0;2638.0;5369.494028536199;2836.7313417335918;102.84992136002121;6016.193056448435;0.0;-0.0;-3.932973074892758;;655.4636467505891;False
725;T;Tumor;250;300.0;5;4437.0;2133.0;4341.596195173507;2179.871313348103;91.3109160457498;4652.02077543467;0.0;-0.0;-1.044823652614463;;655.4636467505891;False
726;T;Tumor;300;400.0;6;5585.0;2814.0;5727.731689272503;2743.8767827471615;101.33627790161663;5823.628698491553;0.0;0.0;1.408495478895283;;655.4636467505891;False
727;T;Tumor;400;500.0;7;2181.0;1383.0;2815.0152545358465;1071.5121330656327;65.35837574675226;2334.9072133191166;1383.0;311.4878669343673;9.700596859880678;;655.4636467505891;False
728;T;Tumor;500;600.0;8;823.0;759.0;1544.8999119253126;404.3349314594295;40.636263807514666;918.6910885691012;759.0;354.6650685405705;17.76491843208812;;655.4636467505891;False
729;T;Tumor;600;700.0;9;410.0;383.0;779.5740003522988;201.430524785378;28.7855653451319;477.7848262822648;383.0;181.569475214622;12.838865449443036;;655.4636467505891;False
730;T;Tumor;700;800.0;10;236.0;328.0;667.6247313722037;115.94537524231515;21.872402082830234;287.50557085762534;328.0;212.05462475768485;19.733759910669697;;655.4636467505891;False
731;T;Tumor;800;900.0;11;71.0;249.0;506.82487229170334;34.88187136527278;12.014105678222156;99.29105687419768;249.0;214.1181286347272;36.276097777441606;;655.4636467505891;False
732;T;Tumor;900;1000.0;12;58.0;178.0;362.30854324467145;28.49504984768762;10.85988395165289;83.57307241606215;178.0;149.50495015231238;28.02134392958732;;655.4636467505891;False
733;T;Tumor;1000;1100.0;13;8.0;11.0;22.389853796019025;3.930351703129327;4.035006235617562;17.50171356545711;11.0;7.069648296870673;3.5662531742820573;;655.4636467505891;False
734;T;Tumor;1100;1200.0;14;5.0;0.0;0.0;2.4564698144558292;3.190035348400451;12.51195918277067;0.0;-0.0;-1.5673807509710205;;655.4636467505891;False
735;T;Tumor;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;655.4636467505891;False
736;T;Tumor_CD15;0;50.0;0;84628453.0;184.0;8764.042868920033;1776763.941584741;;;0.0;-0.0;;;529.224650310189;False
737;T;Tumor_CD15;50;100.0;1;9305.0;153.0;7287.492168178071;195.35732830240931;609.7738251922019;10740.907626497796;0.0;-0.0;-3.3086166517331357;;529.224650310189;False
738;T;Tumor_CD15;100;150.0;2;8101.0;143.0;6811.185490519373;170.07949667682084;575.9805968782407;9457.330655077772;0.0;-0.0;-2.2393367354235494;;529.224650310189;False
739;T;Tumor_CD15;150;200.0;3;7065.0;128.0;6096.725474031327;148.3288043478261;543.4714946136028;8344.777569419042;0.0;-0.0;-1.7816473091327378;;529.224650310189;False
740;T;Tumor_CD15;200;250.0;4;5774.0;104.0;4953.589447650454;121.22441844364442;497.5285564349653;6945.5902176683685;0.0;-0.0;-1.6489717861185456;;529.224650310189;False
741;T;Tumor_CD15;250;300.0;5;4437.0;124.0;5906.202802967849;93.15426820825256;441.70950882861075;5477.146405470387;124.0;30.84573179174744;3.3261742697459544;;529.224650310189;False
742;T;Tumor_CD15;300;400.0;6;5585.0;138.0;6573.032151690025;117.25638673497646;490.20642303069036;6739.347911155591;0.0;0.0;2.015543055477605;;529.224650310189;False
743;T;Tumor_CD15;400;500.0;7;2181.0;115.0;5477.526793075021;45.789826225422324;316.1660981965091;2925.5142655923632;115.0;69.21017377457767;10.426566326621476;;529.224650310189;False
744;T;Tumor_CD15;500;600.0;8;823.0;42.0;2000.4880461665293;17.278783577956244;196.57478978804568;1285.8982553406352;42.0;24.721216422043756;5.990025717113274;;529.224650310189;False
745;T;Tumor_CD15;600;700.0;9;410.0;39.0;1857.59604286892;8.607899473829963;139.24795063474693;737.9038653841822;39.0;30.392100526170037;10.395815782352328;;529.224650310189;False
746;T;Tumor_CD15;700;800.0;10;236.0;24.0;1143.1360263808738;4.954790916643589;105.8060569238865;485.15422373005356;24.0;19.04520908335641;8.573573694684024;;529.224650310189;False
747;T;Tumor_CD15;800;900.0;11;71.0;15.0;714.4600164880462;1.4906362503461645;58.11730894785544;207.85580407366655;15.0;13.509363749653836;11.071744857721775;;529.224650310189;False
748;T;Tumor_CD15;900;1000.0;12;58.0;4.0;190.52267106347898;1.2177028523954583;52.53385043051038;181.7077640364236;4.0;2.7822971476045417;2.522614846950435;;529.224650310189;False
749;T;Tumor_CD15;1000;1100.0;13;8.0;0.0;0.0;0.1679590141235115;19.5190312356742;53.96380601335082;0.0;-0.0;-0.4098564064685086;;529.224650310189;False
750;T;Tumor_CD15;1100;1200.0;14;5.0;0.0;0.0;0.10497438382719468;15.431549785152512;41.338522759970175;0.0;-0.0;-0.3240115263608038;;529.224650310189;False
751;T;Tumor_CD15;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;529.224650310189;False
752;T;other;0;50.0;0;84628453.0;6314.0;14061.506533554331;38000483.871832594;;;0.0;-0.0;;;487.8716547289526;False
753;T;other;50;100.0;1;9305.0;4543.0;10117.425432679336;4178.198819579064;131.85271618649233;9615.48941906773;4543.0;364.80118042093636;6.161613170943271;;487.8716547289526;False
754;T;other;100;150.0;2;8101.0;3342.0;7442.754962803068;3637.569977153143;124.54553316580163;8394.282318017897;0.0;-0.0;-5.285175794467401;;487.8716547289526;False
755;T;other;150;200.0;3;7065.0;2773.0;6175.571367999075;3172.3777173913045;117.51601950468988;7341.729078341892;0.0;-0.0;-7.568573508103118;;487.8716547289526;False
756;T;other;200;250.0;4;5774.0;2100.0;4676.776008942682;2592.683501800055;107.58167837987683;6027.335492727007;0.0;-0.0;-10.198985622653698;;487.8716547289526;False
757;T;other;250;300.0;5;4437.0;1797.0;4001.984041938095;1992.3340314317363;95.51180470249962;4661.913112250528;0.0;-0.0;-4.554577933239706;;487.8716547289526;False
758;T;other;300;400.0;6;5585.0;2287.0;5093.231777358054;2507.817346302963;105.99839759977908;5834.60715140912;0.0;-0.0;-4.6393929887386385;;487.8716547289526;False
759;T;other;400;500.0;7;2181.0;1179.0;2625.675673592106;979.3284927997785;68.36528084844414;2341.987933726087;1179.0;199.67150720022153;6.5044079110548365;;487.8716547289526;False
760;T;other;500;600.0;8;823.0;711.0;1583.422734456308;369.5494495984492;42.50579296212473;923.0934932971468;711.0;341.4505504015508;17.889861156899045;;487.8716547289526;False
761;T;other;600;700.0;9;410.0;425.0;946.4903827622095;184.101183882581;30.10988624972022;480.90336369444293;425.0;240.898816117419;17.817748573101785;;487.8716547289526;False
762;T;other;700;800.0;10;236.0;239.0;532.261650541572;105.97043755192468;22.87867307193734;289.8751579535078;239.0;133.02956244807532;12.949249705611745;;487.8716547289526;False
763;T;other;800;900.0;11;71.0;145.0;322.92024823651855;31.88093672112988;12.566831709788305;100.59262721274006;145.0;113.11906327887012;20.046440825677475;;487.8716547289526;False
764;T;other;900;1000.0;12;58.0;78.0;173.7088231892996;26.043582110218775;11.359508369868783;84.74959801106385;78.0;51.95641788978122;10.186076670027242;;487.8716547289526;False
765;T;other;1000;1100.0;13;8.0;10.0;22.270361947346103;3.5922182220991417;4.220642440566243;17.938853421953738;10.0;6.407781777900858;3.381087630211951;;487.8716547289526;False
766;T;other;1100;1200.0;14;5.0;0.0;0.0;2.2451363888119635;3.3367974650241865;12.857557556847413;0.0;-0.0;-1.4984427590853968;;487.8716547289526;False
767;T;other;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;487.8716547289526;False
768;Tumor;B;0;50.0;0;84660004.0;25.0;32097.777777777777;65939.14739684298;;;0.0;-0.0;;;443.9592102965927;False
769;Tumor;B;50;100.0;1;4604.0;5.0;6419.555555555556;3.585918028247023;2332.3992797117735;10096.380576881033;0.0;0.0;0.7784068411219511;;443.9592102965927;False
770;Tumor;B;100;150.0;2;2233.0;3.0;3851.733333333333;1.739216975906951;1660.1708011192368;6142.403480650668;0.0;0.0;0.9750402381743085;;443.9592102965927;False
771;Tumor;B;150;200.0;3;1389.0;1.0;1283.911111111111;1.0818505954029354;1319.2720467490142;4495.648260533586;0.0;-0.0;-0.07965672368170905;;443.9592102965927;False
772;Tumor;B;200;250.0;4;935.0;1.0;1283.911111111111;0.728243561340349;1086.7518882737984;3494.105130482375;0.0;0.0;0.32105866562175756;;443.9592102965927;False
773;Tumor;B;250;300.0;5;735.0;2.0;2567.822222222222;0.5724695375242315;965.2303697390932;3007.9438227342516;0.0;0.0;1.8988443377694832;;443.9592102965927;False
774;Tumor;B;300;400.0;6;1044.0;3.0;3851.733333333333;0.8131404043201329;1147.249929178468;3745.5671298897933;3.0;2.1868595956798673;2.4473597791755086;;443.9592102965927;False
775;Tumor;B;400;500.0;7;667.0;2.0;2567.822222222222;0.5195063694267515;920.0447211352766;2833.5397516542594;0.0;0.0;2.0660106824771827;;443.9592102965927;False
776;Tumor;B;500;600.0;8;351.0;2.0;2567.822222222222;0.2733834117972861;669.2645216952711;1926.9975111160752;2.0;1.726616588202714;3.3123259195137544;;443.9592102965927;False
777;Tumor;B;600;700.0;9;236.0;1.0;1283.911111111111;0.18381334810301855;549.3317152079728;1529.577334342967;0.0;0.0;1.9076107970834706;;443.9592102965927;False
778;Tumor;B;700;800.0;10;188.0;0.0;0.0;0.14642758238715037;490.4996092421141;1343.038311923178;0.0;-0.0;-0.38328267027670937;;443.9592102965927;False
779;Tumor;B;800;900.0;11;102.0;0.0;0.0;0.07944475214621988;361.56290370187776;953.4155731767765;0.0;-0.0;-0.2821085873458491;;443.9592102965927;False
780;Tumor;B;900;1000.0;12;24.0;0.0;0.0;0.01869288285793409;175.50232667023724;437.27639679264445;0.0;-0.0;-0.1367503238010922;;443.9592102965927;False
781;Tumor;B;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;443.9592102965927;False
782;Tumor;B;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;443.9592102965927;False
783;Tumor;B;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;443.9592102965927;False
784;Tumor;BnT;0;50.0;0;84660004.0;0.0;0.0;11722.515092772086;;;0.0;-0.0;;;555.4773164041626;False
785;Tumor;BnT;50;100.0;1;4604.0;1.0;7222.0;0.6374965383550263;5531.77060261902;17630.3242995602;0.0;0.0;0.4732661905322875;;555.4773164041626;False
786;Tumor;BnT;100;150.0;2;2233.0;0.0;0.0;0.3091941290501246;3937.440777332403;11504.964468584585;0.0;-0.0;-0.5671196409747264;;555.4773164041626;False
787;Tumor;BnT;150;200.0;3;1389.0;0.0;0.0;0.19232899473829965;3128.928390839266;8757.063294214735;0.0;-0.0;-0.44392195234210247;;555.4773164041626;False
788;Tumor;BnT;200;250.0;4;935.0;0.0;0.0;0.12946552201606204;2577.4584138255263;7004.450738110025;0.0;-0.0;-0.36276046006587176;;555.4773164041626;False
789;Tumor;BnT;250;300.0;5;735.0;0.0;0.0;0.10177236222653005;2289.2448263564993;6125.759605087679;0.0;-0.0;-0.3210665768631686;;555.4773164041626;False
790;Tumor;BnT;300;400.0;6;1044.0;0.0;0.0;0.14455829410135695;2720.9421162531185;7451.329036721775;0.0;-0.0;-0.38369063191893377;;555.4773164041626;False
791;Tumor;BnT;400;500.0;7;667.0;2.0;14444.0;0.09235668789808917;2182.0776510014484;5805.400192392259;2.0;1.9076433121019107;6.313707485926153;;555.4773164041626;False
792;Tumor;BnT;500;600.0;8;351.0;3.0;21666.0;0.04860149543062863;1587.3001842751735;4088.806291412498;3.0;2.9513985045693714;13.428461869506622;;555.4773164041626;False
793;Tumor;BnT;600;700.0;9;236.0;2.0;14444.0;0.03267792855164774;1302.8545582681131;3303.9880295696958;2.0;1.9673220714483524;10.90528479163992;;555.4773164041626;False
794;Tumor;BnT;700;800.0;10;188.0;0.0;0.0;0.026031570202160067;1163.3219674707427;2927.413887824947;0.0;-0.0;-0.1616061634327628;;555.4773164041626;False
795;Tumor;BnT;800;900.0;11;102.0;0.0;0.0;0.014123511492661313;857.5217198415443;2121.3093349322826;0.0;-0.0;-0.1189474244673918;;555.4773164041626;False
796;Tumor;BnT;900;1000.0;12;24.0;0.0;0.0;0.003323179174743838;416.2403152026483;1004.1710377891967;0.0;-0.0;-0.057658999196931474;;555.4773164041626;False
797;Tumor;BnT;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;555.4773164041626;False
798;Tumor;BnT;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;555.4773164041626;False
799;Tumor;BnT;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;555.4773164041626;False
800;Tumor;DC;0;50.0;0;84660004.0;225.0;38346.902654867255;496741.5770562171;;;0.0;-0.0;;;190.48026043724707;False
801;Tumor;DC;50;100.0;1;4604.0;46.0;7839.811209439528;27.01391581279424;849.7854804783726;6605.091883406729;46.0;18.98608418720576;3.8077977133923047;;190.48026043724707;False
802;Tumor;DC;100;150.0;2;2233.0;21.0;3579.0442477876104;13.102101218499032;604.8660082246355;3657.3506007252267;0.0;0.0;2.22535938453284;;190.48026043724707;False
803;Tumor;DC;150;200.0;3;1389.0;5.0;852.1533923303834;8.149941152035447;480.66308366671973;2520.87506432478;0.0;-0.0;-1.1168875370546516;;190.48026043724707;False
804;Tumor;DC;200;250.0;4;935.0;8.0;1363.4454277286136;5.486101495430629;395.94677616760833;1867.3834052848665;0.0;0.0;1.0820783335466488;;190.48026043724707;False
805;Tumor;DC;250;300.0;5;735.0;11.0;1874.7374631268437;4.312603849349211;351.6716715940736;1563.1235015392656;11.0;6.687396150650789;3.240913486038239;;190.48026043724707;False
806;Tumor;DC;300;400.0;6;1044.0;8.0;1363.4454277286136;6.125657712545001;417.9886097444597;2028.2879568208725;0.0;0.0;0.7642443365236885;;190.48026043724707;False
807;Tumor;DC;400;500.0;7;667.0;3.0;511.2920353982301;3.9136146496815285;335.2087492961957;1456.3562821124358;0.0;-0.0;-0.4645104429066793;;190.48026043724707;False
808;Tumor;DC;500;600.0;8;351.0;7.0;1193.014749262537;2.059488368872888;243.8395853072915;925.1983432536441;7.0;4.940511631127112;3.453150349650625;;190.48026043724707;False
809;Tumor;DC;600;700.0;9;236.0;1.0;170.4306784660767;1.3847272223760732;200.1433114864031;707.3014817670551;0.0;-0.0;-0.32761185496012846;;190.48026043724707;False
810;Tumor;DC;700;800.0;10;188.0;2.0;340.8613569321534;1.1030877873165328;178.70844402154526;608.8262261982261;0.0;0.0;0.8553672870305126;;190.48026043724707;False
811;Tumor;DC;800;900.0;11;102.0;1.0;170.4306784660767;0.5984837995015231;131.73169299015748;412.20443121908585;0.0;0.0;0.5194701207642537;;190.48026043724707;False
812;Tumor;DC;900;1000.0;12;24.0;1.0;170.4306784660767;0.14081971752977016;63.94245200288767;174.57296770482927;0.0;0.0;2.2900385249452713;;190.48026043724707;False
813;Tumor;DC;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;190.48026043724707;False
814;Tumor;DC;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;190.48026043724707;False
815;Tumor;DC;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;190.48026043724707;False
816;Tumor;MacCD163;0;50.0;0;84660004.0;2498.0;29334.237398373985;7209346.782054832;;;0.0;-0.0;;;295.112156753532;False
817;Tumor;MacCD163;50;100.0;1;4604.0;706.0;8290.621138211382;392.0603710883412;223.06251994648957;5129.27209326511;706.0;313.9396289116588;16.527299786157553;;295.112156753532;False
818;Tumor;MacCD163;100;150.0;2;2233.0;340.0;3992.650406504065;190.15438936582663;158.77293637519983;2606.881693184744;340.0;149.84561063417337;11.082810752745646;;295.112156753532;False
819;Tumor;MacCD163;150;200.0;3;1389.0;226.0;2653.938211382114;118.28233176405428;126.17057028038688;1686.108987989241;226.0;107.71766823594572;10.025620147163174;;295.112156753532;False
820;Tumor;MacCD163;200;250.0;4;935.0;182.0;2137.242276422764;79.62129603987815;103.93315452614772;1179.7438756214717;182.0;102.37870396012185;11.567456813025927;;295.112156753532;False
821;Tumor;MacCD163;250;300.0;5;735.0;182.0;2137.242276422764;62.59000276931598;92.31126097307427;952.3764077214785;182.0;119.40999723068401;15.190370726619971;;295.112156753532;False
822;Tumor;MacCD163;300;400.0;6;1044.0;312.0;3663.8439024390245;88.90335087233453;109.71897583616331;1302.3684436192636;312.0;223.09664912766547;23.87776483031594;;295.112156753532;False
823;Tumor;MacCD163;400;500.0;7;667.0;170.0;1996.3252032520325;56.79936305732484;87.98986337590581;874.2002940371176;170.0;113.20063694267516;15.10770845924555;;295.112156753532;False
824;Tumor;MacCD163;500;600.0;8;351.0;80.0;939.4471544715448;29.88991968983661;64.00612108685674;501.72289694000835;80.0;50.11008031016339;9.193607493774197;;295.112156753532;False
825;Tumor;MacCD163;600;700.0;9;236.0;98.0;1150.8227642276422;20.09692605926336;52.536166404561776;359.7132177385436;98.0;77.90307394073665;17.413199836145775;;295.112156753532;False
826;Tumor;MacCD163;700;800.0;10;188.0;46.0;540.1821138211382;16.00941567432844;46.909669292915844;298.463829556731;46.0;29.99058432567156;7.507665671698172;;295.112156753532;False
827;Tumor;MacCD163;800;900.0;11;102.0;25.0;293.5772357723577;8.685959567986707;34.57861315618194;183.42641138954812;25.0;16.314040432013293;5.540338905642538;;295.112156753532;False
828;Tumor;MacCD163;900;1000.0;12;24.0;9.0;105.68780487804878;2.0437551924674606;16.78442948600672;63.52431099805713;9.0;6.956244807532539;4.866880041776362;;295.112156753532;False
829;Tumor;MacCD163;1000;1100.0;13;0.0;20.0;234.8617886178862;0.0;0.0;0.0;20.0;20.0;inf;;295.112156753532;False
830;Tumor;MacCD163;1100;1200.0;14;0.0;9.0;105.68780487804878;0.0;0.0;0.0;9.0;9.0;inf;;295.112156753532;False
831;Tumor;MacCD163;1200;inf;15;0.0;17.0;199.63252032520325;0.0;0.0;0.0;17.0;17.0;inf;;295.112156753532;False
832;Tumor;Neutrophil;0;50.0;0;84660004.0;287.0;39574.49164677804;613966.727983938;;;0.0;-0.0;;;116.21041320381327;False
833;Tumor;Neutrophil;50;100.0;1;4604.0;51.0;7032.400954653938;33.3888811963445;764.367378464141;6403.9476245751175;51.0;17.6111188036555;3.1770075791740013;;116.21041320381327;False
834;Tumor;Neutrophil;100;150.0;2;2233.0;32.0;4412.486873508353;16.194042509000276;544.066538732184;3514.178791237154;32.0;15.805957490999724;4.005919714502425;;116.21041320381327;False
835;Tumor;Neutrophil;150;200.0;3;1389.0;15.0;2068.3532219570407;10.073231099418443;432.3481509474569;2407.102092283138;0.0;0.0;1.571310575674469;;116.21041320381327;False
836;Tumor;Neutrophil;200;250.0;4;935.0;13.0;1792.5727923627685;6.780756715591249;356.1472939502234;1773.662786777516;13.0;6.219243284408751;2.4079160699242217;;116.21041320381327;False
837;Tumor;Neutrophil;250;300.0;5;735.0;4.0;551.5608591885441;5.3303274716145115;316.32260125831317;1479.8828021394079;0.0;-0.0;-0.5799115841920417;;116.21041320381327;False
838;Tumor;Neutrophil;300;400.0;6;1044.0;10.0;1378.9021479713604;7.571240653558571;375.97354296803013;1929.3500353824222;0.0;0.0;0.8907598798776057;;116.21041320381327;False
839;Tumor;Neutrophil;400;500.0;7;667.0;3.0;413.67064439140813;4.837181528662421;301.5144866837926;1377.0123571102122;0.0;-0.0;-0.8401896651628088;;116.21041320381327;False
840;Tumor;Neutrophil;500;600.0;8;351.0;3.0;413.67064439140813;2.5455033231791746;219.32950005476255;867.4815031955716;0.0;0.0;0.2857374150570736;;116.21041320381327;False
841;Tumor;Neutrophil;600;700.0;9;236.0;1.0;137.89021479713603;1.7115065078925504;180.02545563837438;659.927551553074;0.0;-0.0;-0.5449772914333945;;116.21041320381327;False
842;Tumor;Neutrophil;700;800.0;10;188.0;0.0;0.0;1.3634034893381335;160.74516216640714;566.5259300112061;0.0;-0.0;-1.1695530830680803;;116.21041320381327;False
843;Tumor;Neutrophil;800;900.0;11;102.0;0.0;0.0;0.7397189144281362;118.49038509677426;381.0235339693205;0.0;-0.0;-0.8608293400067345;;116.21041320381327;False
844;Tumor;Neutrophil;900;1000.0;12;24.0;0.0;0.0;0.17405150927720853;57.515132386708636;159.43778663683025;0.0;-0.0;-0.4172814875680655;;116.21041320381327;False
845;Tumor;Neutrophil;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;116.21041320381327;False
846;Tumor;Neutrophil;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;116.21041320381327;False
847;Tumor;Neutrophil;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;116.21041320381327;False
848;Tumor;T;0;50.0;0;84660004.0;1425.0;26371.172325432413;4574711.514954306;;;0.0;-0.0;;;391.58132332925163;False
849;Tumor;T;50;100.0;1;4604.0;322.0;5958.959641255606;248.78302409304902;280.0223565706356;5263.4022583093365;322.0;73.21697590695098;4.838755226009311;;391.58132332925163;False
850;Tumor;T;100;150.0;2;2233.0;205.0;3793.7475976937862;120.66300886181114;199.31619087818316;2702.3537615791606;205.0;84.33699113818886;7.830510862249391;;391.58132332925163;False
851;Tumor;T;150;200.0;3;1389.0;163.0;3016.49199231262;75.05639019662144;158.38869043643186;1761.9768631459115;163.0;87.94360980337856;10.275304302524061;;391.58132332925163;False
852;Tumor;T;200;250.0;4;935.0;123.0;2276.2485586162716;50.52391996676821;130.47286860748085;1242.240126329585;123.0;72.4760800332318;10.279903959583589;;391.58132332925163;False
853;Tumor;T;250;300.0;5;735.0;114.0;2109.6937860345934;39.71666435890335;115.88328170007301;1007.8842746313001;114.0;74.28333564109664;11.862744701971339;;391.58132332925163;False
